total_demand
5258549.5861872155
4107940.224315069
43299668.40419521
44987497.83324202
42740266.50146689
44603567.44892693
44379507.47298516
41450573.8356621
45146656.70893836
49644524.19414385
45157647.83187214
43566877.3174315
40644848.539155245
43524740.041484006
44006127.98418949
43449342.761118725
48446005.90875571
55991387.20909816
60727538.249280825
63957562.1123516
67673752.88694064
68028638.75630137
67420340.91651827
69447743.09127854
67274083.61267124
53966810.34871004
52792346.42393836
53110103.73284246
56422191.378938355
58917897.24244292
63067803.471415535
61910817.279531956
59095250.13344749
55493545.08527397
58044178.05655251
53167888.562248856
50739867.62063928
43011467.7486073
41923167.91840182
38178082.94342465
41282468.864121005
40796409.66512558
43344010.67360731
41975964.57813926
43897992.166358456
37374898.40144407
41831549.79982877
41789533.295194075
40377095.606666684
37683672.04787672
37057140.65703197
36202737.14759132
33296423.981672373
34355094.01438356
35112156.06796803
34154191.8463984
35081668.706757985
27679258.413013693
32239910.41865297
34129890.10128424
32646664.459931504
27955456.362676945
28947430.59717466
28954418.05791667
27865221.54577625
26314366.500667807
28239757.07989726
27655007.036175802
33691418.61377854
35446479.7232306
34159783.4577169
33475782.947305933
31624151.039971463
28896161.842585616
27202856.625017125
28550265.797425803
32554266.741689492
35554828.18961759
30524226.802842464
30220320.058179222
25353125.085605025
27987303.98890982
30750842.99602169
30531239.75848173
31026123.725428082
24717085.011695206
25681049.186312787
16992881.75292237
16516357.325479452
18257671.41643265
17526609.462482877
22401138.379571922
27028145.96699201
29844434.205154106
26893017.631404113
22630106.419001143
14483327.185747717
9663011.003047947
15564449.547796804
14120915.856438354
18309362.448384702
23447935.28163813
28381390.704611875
25770213.50490868
18810177.66092466
17122025.432996575
16483367.256152965
6525180.838042238
3978045.7476712335
2857883.589589041
1887680.9704680364
1652323.2138070774
1635915.2632248858
1428054.4403710044
3009243.123453196
4894426.786261415
6954918.42137557
10252098.56431507
10938817.533401826
10844385.92923516
12484413.472785387
15217104.235656396
17047697.879965756
15628702.704828767
19648733.621649545
23689709.446318492
22030849.525907535
19117623.863299083
12029373.694634702
13826938.014708906
12769701.68466895
9988373.67525685
10345653.405901827
10968261.109315068
7388590.683875571
9280555.160268266
9984451.24201484
5834765.077694064
4381943.310553653
5377474.817163241
7110734.797671232
4226259.800759132
4160668.856061644
2979401.567094749
4002279.378630138
4042089.7728938353
2219660.372899544
3249803.6363698635
3104038.571004566
1621948.247973744
1074386.4292751143
2081352.393818493
714891.2721232877
621492.5206335618
629473.3425742008
624449.0083961186
663392.8872260273
706476.5420148403
929445.2398002283
1088028.6833847035
704830.5605821917
735677.0258219178
833823.4194178083
1243557.8958789953
1370976.5277853885
796138.2009132421
788008.413127854
637519.3956678082
621492.5206335618
621492.5206335618
621492.5206335618
623147.8639041095
624656.1238812784
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
630475.5425285388
651204.3777397261
649902.1199143835
648535.0793721463
627989.9578424657
652427.0365810503
680532.940627854
676001.1557591325
702676.702402968
701341.3797374429
626731.6313869865
626943.3439269408
624732.586586758
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
626364.5358047944
627373.8360216896
636301.1400799087
625137.2550799088
623894.7507363013
642358.2050171234
737117.2591495436
764418.5874885843
757768.88293379
636795.6854223745
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
621492.5206335618
623530.5582990869
621492.5206335618
621492.5206335618
624644.7639269405
657225.089252283
694785.8175513699
1461439.791923516
1955652.8696347033
2014575.619229452
3335871.1860730597
5725311.824360729
5620550.13117009
2431927.082140411
1582963.6505422376
4249328.954726027
5807187.816598173
5045265.718801368
7679979.289406394
9836764.42321347
11171335.276872143
12664956.800770547
8478580.100136986
5518561.87033676
4519976.911449771
6649295.230171232
6930334.636952053
6087965.087265982
6095100.830759131
6621292.55056507
7756539.999474886
7266390.674765981
7272915.867711186
11601942.560296806
13631459.831660962
16553813.596409816
19269278.33697489
21971748.49703767
23131190.815359592
17472340.035011414
18907807.928938355
17140379.69606165
14889684.867728308
16275379.938864155
11984730.870742012
12077485.567203198
10607713.059880136
12881306.381815068
14396832.416301372
16241673.442151826
18055001.394708905
20894300.323453195
20117415.836044516
19667876.536855027
21668683.459634695
17056018.66196918
17603855.12147831
12564148.246820776
21346830.4866153
27307115.680565067
28775641.365216896
32518530.02011986
37989757.2594863
38762879.468698636
27134219.635587897
29385866.36815069
29478368.421740867
30265429.504817355
31314530.931797944
33102285.298184935
34893002.85914384
37409649.47017695
41817290.22555937
44975784.3127968
45195132.3586644
44418211.12961187
44962005.328059345
47290597.68958904
49982551.77224888
49350920.33391553
46250403.06093608
45806608.385821916
51767008.14068494
52961348.00689497
46556301.20735161
47448349.13586756
49787603.457762554
44479762.25495434
39839708.447111875
36264287.81358448
36090302.10671233
42139908.054657534
49325774.94946347
57222543.5623402
51986390.87526256
47523518.106198624
52622511.64776255
57968098.79116438
50048765.73132421
43308519.22023973
40839149.69412101
43617084.09480594
45890555.94902967
43950255.02308219
45289532.82924658
48035725.15891552
46171825.35289956
44358302.08247717
44288544.04574202
37753637.8823516
41389990.50917807
36127008.419121005
34284607.98763698
38884689.23249429
39294547.00723744
38964886.721906394
38246121.472756855
37359688.52332192
41880108.34422374
44298133.85772832
55930023.288538806
57763490.24590182
50357233.533413246
52275865.01506849
