GMT+1,HeatingDemand_Artiestenbuurt,HeatingDemand_DeStrijp_1,HeatingDemand_DeStrijp_2,HeatingDemand_DeStrijp_3,HeatingDemand_Hoekpolder,HeatingDemand_HuisTeLande,HeatingDemand_Kleurenbuurt,HeatingDemand_Ministerbuurt_1,HeatingDemand_Ministerbuurt_2,HeatingDemand_Muziekbuurt,HeatingDemand_Presidentenbuurt,HeatingDemand_Rembrandtkwartier_1,HeatingDemand_Rembrandtkwartier_2,HeatingDemand_Stationskwartier,HeatingDemand_Stervoorde_1,HeatingDemand_Stervoorde_2,HeatingDemand_Stervoorde_3,HeatingDemand_Stervoorde_4,HeatingDemand_Stervoorde_5,HeatingDemand_TeWerve
13-04-2019 11:00,993.22264,462.33708,462.33708,462.33708,398.11216,664.3048,1236.64,549.57008,836.446,1911.15216,397.39668,1025.11144,1025.11144,546.81648,460.86772,684.2476,1192.38016,339.234,430.869,1565.81056
13-04-2019 12:00,1649.95984,768.04288,768.04288,768.04288,661.35124,1103.55544,2054.32912,912.95608,1389.51952,3174.84096,660.16272,1702.93424,1702.93424,908.38168,765.60208,1136.6848,1980.804,563.5418,715.76752,2601.15328
13-04-2019 13:00,1332.54496,620.2888,620.2888,620.2888,534.12224,891.25632,1659.12288,737.324,1122.20736,2564.07376,533.1624,1375.32832,1375.32832,733.6296,618.31752,918.01232,1599.74208,455.12916,578.07008,2100.75024
13-04-2019 14:00,1091.13552,507.91468,507.91468,507.91468,437.35844,729.79264,1358.54928,603.74724,918.9036,2099.55536,436.57244,1126.16808,1126.16808,600.72224,506.30052,751.70144,1309.92616,372.67604,473.34448,1720.1696
13-04-2019 15:00,850.50312,395.90228,395.90228,395.90228,340.90608,568.84856,1058.94296,470.60052,716.25424,1636.53216,340.2934,877.80976,877.80976,468.24256,394.64408,585.92572,1021.04296,290.48832,368.95596,1340.81384
13-04-2019 16:00,757.36072,352.54524,352.54524,352.54524,303.57192,506.55144,942.97352,419.06296,637.81404,1457.30816,303.02636,781.67696,781.67696,416.96324,351.42488,521.75844,909.22416,258.67566,328.54996,1193.97544
13-04-2019 17:00,914.19832,425.55184,425.55184,425.55184,366.43692,611.45032,1138.24856,505.84428,769.89536,1759.09392,365.77836,943.55,943.55,503.3098,424.19948,629.8064,1097.51016,312.24334,396.58752,1441.22896
13-04-2019 18:00,2717.93984,1265.1788,1265.1788,1265.1788,1089.42824,1817.86064,3384.048,1503.89088,2288.92256,5229.84096,1087.47048,2805.2032,2805.2032,1496.35552,1261.15808,1872.43376,3262.93152,928.30912,1179.06688,4284.81824
13-04-2019 19:00,3065.73472,1427.07456,1427.07456,1427.07456,1228.83456,2050.4792,3817.08032,1696.33296,2581.81952,5899.0656,1226.62624,3164.1648,3164.1648,1687.83344,1422.53936,2112.03584,3680.46528,1047.09824,1329.9436,4833.11584
13-04-2019 20:00,2365.1992,1100.98096,1100.98096,1100.98096,948.03968,1581.9344,2944.85824,1308.71232,1991.8608,4551.09952,946.336,2441.13728,2441.13728,1302.15488,1097.48208,1629.42496,2839.46048,807.83096,1026.04496,3728.72448
13-04-2019 21:00,1108.63424,516.06024,516.06024,516.06024,444.3724,741.49632,1380.33648,613.42964,933.64024,2133.22608,443.5738,1144.22848,1144.22848,610.35608,514.42012,763.75656,1330.93368,378.65272,480.93556,1747.75616
13-04-2019 22:00,662.5334,308.4039,308.4039,308.4039,265.56238,443.12732,824.906,366.59308,557.95484,1274.84208,265.08514,683.80496,683.80496,364.75624,307.4238,456.43028,795.38224,226.2875,287.413,1044.48048
13-04-2019 23:00,667.24768,310.59832,310.59832,310.59832,267.45202,446.2804,830.7756,369.20152,561.925,1283.9132,266.97134,688.67056,688.67056,367.35168,309.61124,459.67796,801.04184,227.89762,289.45806,1051.91248
14-04-2019 00:00,739.96872,344.44936,344.44936,344.44936,296.60064,494.91892,921.31888,409.43952,623.16724,1423.84224,296.0676,763.72648,763.72648,407.38808,343.35472,509.77668,888.34448,252.73538,321.00506,1166.5568
14-04-2019 01:00,978.4888,455.4786,455.4786,455.4786,392.20644,654.45024,1218.29528,541.4176,824.03784,1882.80144,391.50156,1009.90464,1009.90464,538.70484,454.03108,674.0972,1174.69192,334.2017,424.47732,1542.58272
14-04-2019 02:00,1154.83976,537.56848,537.56848,537.56848,462.89288,772.40032,1437.86592,638.99604,972.55232,2222.13408,462.061,1191.91752,1191.91752,635.79436,535.86004,795.58816,1386.404,394.43412,500.97992,1820.59888
14-04-2019 03:00,1289.07912,600.0558,600.0558,600.0558,516.69988,862.18472,1605.00432,713.27344,1085.6024,2480.43648,515.77132,1330.4668,1330.4668,709.69952,598.1488,888.068,1547.56064,440.2834,559.21424,2032.22656
14-04-2019 04:00,1355.40928,630.93196,630.93196,630.93196,543.287,906.5488,1687.59088,749.9752,1141.46264,2608.06912,542.3106,1398.92656,1398.92656,746.21744,628.9268,933.764,1627.1912,462.9384,587.98884,2136.79584
14-04-2019 05:00,1453.89104,676.7744,676.7744,676.7744,582.76128,972.4172,1810.20832,804.4672,1224.39944,2797.56704,581.714,1500.57024,1500.57024,800.4364,674.62368,1001.60976,1745.42016,496.57472,630.71112,2292.05168
14-04-2019 06:00,2231.24432,1038.62608,1038.62608,1038.62608,894.3468,1492.34064,2778.07424,1234.59256,1879.0504,4293.34528,892.7396,2302.88176,2302.88176,1228.40664,1035.32528,1537.14144,2678.64544,762.07888,967.93408,3517.5456
14-04-2019 07:00,2844.21568,1323.9592,1323.9592,1323.9592,1140.0432,1902.31872,3541.27136,1573.76192,2395.26608,5472.81984,1137.9944,2935.53312,2935.53312,1565.87648,1319.7516,1959.42752,3414.52768,971.43848,1233.8464,4483.89152
14-04-2019 08:00,5904.92352,2748.69376,2748.69376,2748.69376,2366.86272,3949.43616,7352.0928,3267.31328,4972.85216,11362.21312,2362.60944,6094.51008,6094.51008,3250.9424,2739.9584,4068,7088.95872,2016.81952,2561.60944,9309.08224
14-04-2019 09:00,4576.07168,2130.124,2130.124,2130.124,1834.22096,3060.6496,5697.56864,2532.03296,3853.7552,8805.2448,1830.92464,4722.9936,4722.9936,2519.34624,2123.35472,3152.53184,5493.64992,1562.95184,1985.1416,7214.15424
14-04-2019 10:00,1255.57216,584.4586,584.4586,584.4586,503.26936,839.774,1563.2856,694.73336,1057.38456,2415.9632,502.36488,1295.884,1295.884,691.2524,582.60112,864.98448,1507.33504,428.83916,544.6786,1979.40304
14-04-2019 11:00,917.97304,427.30892,427.30892,427.30892,367.94992,613.97496,1142.9484,507.93292,773.07416,1766.35712,367.28868,947.44584,947.44584,505.38792,425.95096,632.40688,1102.04176,313.53256,398.22496,1447.17968
14-04-2019 12:00,1336.1832,621.98228,621.98228,621.98228,535.58052,893.68968,1663.65264,739.33696,1125.27136,2571.07424,534.618,1379.0832,1379.0832,735.63256,620.00568,920.51872,1604.10992,456.37172,579.64832,2106.48576
14-04-2019 13:00,455.97868,212.25434,212.25434,212.25434,182.76934,304.97574,567.7292,252.30218,384.00404,877.39096,182.44088,470.61856,470.61856,251.03802,211.5798,314.13126,547.40992,155.73898,197.80768,718.84808
14-04-2019 14:00,56.84646,26.46156,26.46156,26.46156,22.78569,38.02106,70.77829,31.45429,47.87345,109.38355,22.74474,58.6716,58.6716,31.29669,26.37747,39.16247,68.2451,19.41584,24.66051,89.61816
14-04-2019 15:00,21.78902,10.14261,10.14261,10.14261,8.73367,14.57332,27.12904,12.0563,18.3497,41.92629,8.71797,22.48859,22.48859,11.9959,10.11038,15.01082,26.15808,7.44201,9.45228,34.35029
14-04-2019 16:00,23.86036,11.1068,11.1068,11.1068,9.56392,15.95871,29.70802,13.20242,20.09409,45.91195,9.54673,24.62643,24.62643,13.13627,11.07151,16.4378,28.64476,8.14948,10.35084,37.61574
14-04-2019 17:00,57.94358,26.97226,26.97226,26.97226,23.22545,38.75485,72.1443,32.06135,48.7974,111.49463,23.18371,59.80395,59.80395,31.9007,26.88655,39.91831,69.56223,19.79056,25.13645,91.34776
14-04-2019 18:00,1162.85208,541.29816,541.29816,541.29816,466.10452,777.75936,1447.84208,643.42944,979.3,2237.55168,465.26684,1200.18712,1200.18712,640.20556,539.57788,801.10816,1396.0232,397.17076,504.45584,1833.2304
14-04-2019 19:00,2324.12752,1081.86232,1081.86232,1081.86232,931.57688,1554.46416,2893.72064,1285.98632,1957.272,4472.06976,929.90272,2398.74688,2398.74688,1279.54296,1078.42416,1601.13008,2790.15296,793.80288,1008.22744,3663.97472
14-04-2019 20:00,2031.60944,945.69768,945.69768,945.69768,814.32736,1358.81696,2529.51312,1124.1304,1710.9272,3909.20864,812.86392,2096.83712,2096.83712,1118.49808,942.69224,1399.6096,2438.98064,693.89384,881.33064,3202.8224
14-04-2019 21:00,902.34928,420.0362,420.0362,420.0362,361.68748,603.5252,1123.4956,499.288,759.91664,1736.29392,361.03744,931.3204,931.3204,496.78632,418.70128,621.64344,1083.28512,308.19628,391.44728,1422.54896
14-04-2019 22:00,492.94992,229.46418,229.46418,229.46418,197.58846,329.7035,613.76128,272.75912,415.13952,948.5308,197.23336,508.7768,508.7768,271.39246,228.73492,339.60136,591.79456,168.36646,213.84614,777.13304
14-04-2019 23:00,511.31328,238.01216,238.01216,238.01216,204.94902,341.9856,636.62512,282.91992,430.60428,983.86536,204.5807,527.72972,527.72972,281.50234,237.25576,352.2522,613.84004,174.63844,221.81234,806.0828
15-04-2019 00:00,553.771,257.7759,257.7759,257.7759,221.96734,370.383,689.48832,306.41266,466.36024,1065.56224,221.56842,571.55072,571.55072,304.87738,256.9567,381.50208,664.81128,189.13984,240.2309,873.0172
15-04-2019 01:00,712.5668,331.69404,331.69404,331.69404,285.61718,476.59152,887.20144,394.27752,600.09056,1371.11584,285.10388,735.4448,735.4448,392.302,330.6399,490.89908,855.44816,243.37632,309.11792,1123.35776
15-04-2019 02:00,849.69672,395.52688,395.52688,395.52688,340.58284,568.3092,1057.93896,470.15428,715.57504,1634.98048,339.97076,876.97744,876.97744,467.7986,394.26988,585.37024,1020.07496,290.21292,368.60616,1339.54264
15-04-2019 03:00,1022.47104,475.95192,475.95192,475.95192,409.83568,683.86728,1273.05648,565.7538,861.0776,1967.43152,409.0992,1055.2988,1055.2988,562.91908,474.43932,704.39728,1227.49328,349.22372,443.55724,1611.92032
15-04-2019 04:00,1072.06544,499.03768,499.03768,499.03768,429.71452,717.03776,1334.80528,593.19532,902.84368,2062.86064,428.94228,1106.4856,1106.4856,590.22316,497.45172,738.56368,1287.03208,366.16264,465.07168,1690.1056
15-04-2019 05:00,1202.07824,559.55768,559.55768,559.55768,481.82744,803.99528,1496.6816,665.13408,1012.3344,2313.03024,480.96156,1240.67272,1240.67272,661.8014,557.77936,828.13168,1443.11472,410.5684,521.4724,1895.07024
15-04-2019 06:00,3132.45888,1458.13392,1458.13392,1458.13392,1255.57944,2095.1064,3900.15648,1733.25248,2638.0112,6027.45536,1253.32288,3233.03104,3233.03104,1724.568,1453.5,2158.00288,3760.56832,1069.8876,1358.88896,4938.30528
15-04-2019 07:00,2338.48336,1088.54504,1088.54504,1088.54504,937.3312,1564.06592,2911.59488,1293.92992,1969.36192,4499.69344,935.64672,2413.564,2413.564,1287.44664,1085.0856,1611.02,2807.38784,798.70624,1014.45528,3686.60704
15-04-2019 08:00,3536.75296,1646.3296,1646.3296,1646.3296,1417.63216,2365.5136,4403.53472,1956.95648,2978.48864,6805.3952,1415.08448,3650.30528,3650.30528,1947.1512,1641.0976,2436.52784,4245.93024,1207.97376,1534.27536,5575.67296
15-04-2019 09:00,1952.3176,908.78792,908.78792,908.78792,782.54496,1305.7836,2430.78832,1080.25672,1644.1512,3756.63584,781.13856,2014.99952,2014.99952,1074.84384,905.89968,1344.98384,2343.78928,666.81172,846.93304,3077.81888
15-04-2019 10:00,71.48612,33.2762,33.2762,33.2762,28.65369,47.81261,89.00581,39.5547,60.20229,137.55307,28.60219,73.78128,73.78128,39.35652,33.17045,49.24797,85.82026,24.416,31.01132,112.69749
15-04-2019 11:00,352.11172,163.90515,163.90515,163.90515,141.13649,235.50562,438.40672,194.8305,296.53214,677.53088,140.88284,363.4168,363.4168,193.85432,163.38426,242.57562,422.71596,120.26334,152.74925,555.1024
15-04-2019 12:00,627.74584,292.21058,292.21058,292.21058,251.61854,419.86012,781.5928,347.34444,528.65832,1207.90416,251.16636,647.90052,647.90052,345.60404,291.28192,432.46452,753.6192,214.40584,272.32184,989.63816
15-04-2019 13:00,215.54592,100.33486,100.33486,100.33486,86.39699,144.16524,268.37156,119.26589,181.52274,414.75188,86.24171,222.46632,222.46632,118.66831,100.016,148.49316,258.76642,73.61945,93.50577,339.807
15-04-2019 14:00,309.00818,143.84079,143.84079,143.84079,123.85934,206.6763,384.73936,170.98044,260.2323,594.59136,123.63675,318.92932,318.92932,170.12374,143.38367,212.88086,370.9694,105.54137,134.05054,487.1498
15-04-2019 15:00,105.35597,49.04236,49.04236,49.04236,42.2297,70.46605,131.17644,58.29558,88.72591,202.72524,42.15381,108.73859,108.73859,58.00349,48.88649,72.58148,126.48158,35.98421,45.70438,166.09317
15-04-2019 16:00,22.30242,10.38159,10.38159,10.38159,8.93945,14.9167,27.76826,12.34038,18.78206,42.91416,8.92338,23.01847,23.01847,12.27855,10.3486,15.36451,26.77442,7.61736,9.67499,35.15965
15-04-2019 17:00,1323.5048,616.08064,616.08064,616.08064,530.49872,885.21,1647.8672,732.32184,1114.5944,2546.67872,529.54536,1365.99776,1365.99776,728.65256,614.1228,911.78448,1588.88928,452.04152,574.14836,2086.49856
15-04-2019 18:00,723.56632,336.8142,336.8142,336.8142,290.02616,483.94844,900.89672,400.3638,609.35388,1392.28096,289.50492,746.79744,746.79744,398.35776,335.7438,498.47688,868.65336,247.1332,313.88962,1140.69864
15-04-2019 19:00,1302.36648,606.24096,606.24096,606.24096,522.0258,871.07184,1621.54816,720.6256,1096.79264,2506.00432,521.08772,1344.1808,1344.1808,717.01488,604.31432,897.22192,1563.51248,444.82172,564.9784,2053.17408
15-04-2019 20:00,1800.9576,838.33104,838.33104,838.33104,721.87552,1204.54832,2242.33296,996.50608,1516.68272,3465.38976,720.57816,1858.77968,1858.77968,991.51304,835.66672,1240.70944,2162.07904,615.11492,781.27168,2839.20032
15-04-2019 21:00,1030.6044,479.73792,479.73792,479.73792,413.09584,689.30704,1283.1832,570.25416,867.92712,1983.0816,412.35344,1063.69352,1063.69352,567.39692,478.21336,710.00048,1237.2576,352.00172,447.08552,1624.74256
15-04-2019 22:00,282.85778,131.66798,131.66798,131.66798,113.37751,189.18596,352.18008,156.51091,238.20968,544.27288,113.17375,291.93934,291.93934,155.72672,131.24956,194.86544,339.5754,96.60974,122.70627,445.92384
15-04-2019 23:00,335.19702,156.03148,156.03148,156.03148,134.35658,224.1924,417.34652,185.47126,282.28736,644.98372,134.11511,345.959,345.959,184.54194,155.5356,230.9228,402.40956,114.48614,145.41148,528.4364
16-04-2019 00:00,371.49272,172.92684,172.92684,172.92684,148.90494,248.46836,462.53756,205.5544,312.85388,714.82368,148.63733,383.42004,383.42004,204.52446,172.37728,255.9275,445.98316,126.8829,161.15692,585.65644
16-04-2019 01:00,381.97968,177.80842,177.80842,177.80842,153.10841,255.4824,475.59456,211.35702,321.68552,735.00256,152.83324,394.24364,394.24364,210.29802,177.24334,263.15214,458.57288,130.46469,165.70622,602.18896
16-04-2019 02:00,390.4406,181.74692,181.74692,181.74692,156.49979,261.14138,486.12912,216.03864,328.81092,751.28304,156.21854,402.97624,402.97624,214.95618,181.16932,268.98098,468.73036,133.35452,169.37666,615.5276
16-04-2019 03:00,494.5774,230.22174,230.22174,230.22174,198.2408,330.79202,615.7876,273.65964,416.51008,951.66232,197.88456,510.45652,510.45652,272.28846,229.4901,340.7226,593.74828,168.92232,214.55216,779.6988
16-04-2019 04:00,683.27416,318.05856,318.05856,318.05856,273.87592,456.99956,850.72984,378.06936,575.42176,1314.75136,273.3837,705.21168,705.21168,376.17504,317.04776,470.71892,820.28192,233.37148,296.41056,1077.17832
16-04-2019 05:00,827.47184,385.1814,385.1814,385.1814,331.6745,553.4444,1030.26736,457.85684,696.85832,1592.21552,331.0784,854.03904,854.03904,455.56276,383.95732,570.05908,993.3936,282.622,358.9648,1304.50512
16-04-2019 06:00,2309.94656,1075.26144,1075.26144,1075.26144,925.89296,1544.97968,2876.06464,1278.14,1945.32976,4444.78272,924.22904,2384.11088,2384.11088,1271.73584,1071.84408,1591.36064,2773.12928,788.95952,1002.07584,3641.6192
16-04-2019 07:00,2059.51488,958.68736,958.68736,958.68736,825.51256,1377.48128,2564.25728,1139.57104,1734.42768,3962.904,824.02904,2125.63872,2125.63872,1133.8612,955.64072,1418.83408,2472.48176,703.42488,893.43616,3246.81472
16-04-2019 08:00,3085.77184,1436.4016,1436.4016,1436.4016,1236.86584,2063.88064,3842.02752,1707.41952,2598.69328,5937.61984,1234.64304,3184.84512,3184.84512,1698.86464,1431.83664,2125.83936,3704.52,1053.94168,1338.63576,4864.70304
16-04-2019 09:00,1731.95936,806.21288,806.21288,806.21288,694.21896,1158.39976,2156.42512,958.32792,1458.57552,3332.624,692.97144,1787.56624,1787.56624,953.52624,803.6508,1193.17544,2079.2456,591.54864,751.33968,2730.42496
16-04-2019 10:00,265.50042,123.58828,123.58828,123.58828,106.42018,177.5767,330.56882,146.90672,223.59212,510.87404,106.22894,274.02466,274.02466,146.17065,123.19551,182.90766,318.73764,90.68135,115.17649,418.56004
16-04-2019 11:00,284.93564,132.63521,132.63521,132.63521,114.21038,190.5757,354.7672,157.66063,239.95954,548.27116,114.00512,294.08392,294.08392,156.87067,132.21371,196.2969,342.06996,97.31943,123.60766,449.1996
16-04-2019 12:00,372.54216,173.41532,173.41532,173.41532,149.32558,249.17022,463.84416,206.13506,313.73768,716.84288,149.05721,384.50316,384.50316,205.10222,172.86422,256.65046,447.24296,127.24132,161.61217,587.3108
16-04-2019 13:00,231.48588,107.75478,107.75478,107.75478,92.78619,154.82649,288.21804,128.0858,194.94664,445.42348,92.61943,238.91806,238.91806,127.44402,107.41233,159.47447,277.90262,79.06372,100.42067,364.93632
16-04-2019 14:00,283.12412,131.79196,131.79196,131.79196,113.48426,189.36408,352.51168,156.65826,238.43394,544.78532,113.28031,292.2142,292.2142,155.87332,131.37312,195.0489,339.89516,96.70069,122.82179,446.34368
16-04-2019 15:00,221.8305,103.26029,103.26029,103.26029,88.91604,148.36862,276.19638,122.74329,186.81536,426.84468,88.75624,228.9527,228.9527,122.12829,102.93213,152.82272,266.31116,75.76595,96.23209,349.71468
16-04-2019 16:00,27.83172,12.95544,12.95544,12.95544,11.15575,18.6149,34.65267,15.39985,23.43858,53.55361,11.1357,28.7253,28.7253,15.32269,12.91427,19.17374,33.41244,9.50589,12.07365,43.87657
16-04-2019 17:00,2465.79792,1147.80872,1147.80872,1147.80872,988.36248,1649.21856,3070.11136,1364.37568,2076.58,4744.67104,986.58624,2544.9656,2544.9656,1357.53936,1144.16088,1698.72896,2960.23072,842.19032,1069.68544,3887.31776
16-04-2019 18:00,1228.49976,571.85664,571.85664,571.85664,492.418,821.66696,1529.57856,679.75376,1034.58544,2363.87056,491.53304,1267.94248,1267.94248,676.34776,570.0392,846.33392,1474.8344,419.59264,532.93432,1936.72368
16-04-2019 19:00,1591.23824,740.70856,740.70856,740.70856,637.81404,1064.28016,1981.21632,880.46424,1340.06688,3061.84928,636.6678,1642.3272,1642.3272,876.05264,738.35448,1096.23056,1910.30784,543.48552,690.29368,2508.57904
16-04-2019 20:00,1792.08336,834.20016,834.20016,834.20016,718.3184,1198.61288,2231.28448,991.59584,1509.20928,3448.31424,717.02752,1849.6208,1849.6208,986.62736,831.54904,1234.59592,2151.4256,612.084,777.422,2825.21024
16-04-2019 21:00,941.5584,438.2878,438.2878,438.2878,377.40364,629.74968,1172.314,520.98316,792.93672,1811.74,376.72536,971.78848,971.78848,518.3728,436.89488,648.6552,1130.35632,321.58814,408.45656,1484.36192
16-04-2019 22:00,268.48758,124.97878,124.97878,124.97878,107.61753,179.57462,334.28808,148.55957,226.10776,516.62188,107.42413,277.10776,277.10776,147.81523,124.58159,184.96556,322.32376,91.70161,116.47235,423.26928
16-04-2019 23:00,331.45292,154.28864,154.28864,154.28864,132.85583,221.68822,412.68484,183.39956,279.13424,637.77936,132.61708,342.09468,342.09468,182.48066,153.79829,228.34342,397.91468,113.20735,143.78728,522.5338
17-04-2019 00:00,364.76048,169.79302,169.79302,169.79302,146.20645,243.96554,454.15532,201.82928,307.1843,701.86944,145.9437,376.4716,376.4716,200.81802,169.2534,251.28952,437.90092,124.58349,158.23639,575.04296
17-04-2019 01:00,361.80684,168.41814,168.41814,168.41814,145.02257,241.99006,450.47784,200.195,304.6969,696.18616,144.76193,373.42316,373.42316,199.1919,167.88288,249.25474,434.35504,123.57468,156.95508,570.3866
17-04-2019 02:00,367.25072,170.95222,170.95222,170.95222,147.20464,245.63114,457.25596,203.20722,309.28152,706.66128,146.94008,379.04184,379.04184,202.18906,170.40894,253.00512,440.8906,125.43404,159.3167,578.96888
17-04-2019 03:00,361.06792,168.07414,168.07414,168.07414,144.72636,241.4958,449.5578,199.78612,304.07458,694.76424,144.46628,372.66048,372.66048,198.78508,167.54001,248.74566,433.46796,123.3223,156.63452,569.22168
17-04-2019 04:00,487.30684,226.83736,226.83736,226.83736,195.32656,325.92916,606.73516,269.63666,410.38716,937.67232,194.97552,502.95248,502.95248,268.28564,226.11648,335.71376,585.01984,166.43907,211.3981,768.23672
17-04-2019 05:00,613.83092,285.7333,285.7333,285.7333,246.04104,410.55328,764.2676,339.645,516.9398,1181.12912,245.59888,633.5388,633.5388,337.9432,284.82522,422.87828,736.91416,209.65322,266.2854,967.70128
17-04-2019 06:00,1951.12496,908.23272,908.23272,908.23272,782.0668,1304.986,2429.30368,1079.59664,1643.14672,3754.3408,780.66144,2013.76848,2013.76848,1074.18736,905.3464,1344.1624,2342.35792,666.4044,846.41568,3075.93888
17-04-2019 07:00,2106.95184,980.76896,980.76896,980.76896,844.52672,1409.2088,2623.31984,1165.81888,1774.3768,4054.18176,843.00896,2174.59856,2174.59856,1159.97744,977.652,1451.51408,2529.4304,719.62688,914.0148,3321.59872
17-04-2019 08:00,2824.70304,1314.87632,1314.87632,1314.87632,1132.22208,1889.268,3516.97632,1562.96512,2378.83344,5435.27424,1130.18728,2915.39392,2915.39392,1555.13392,1310.69736,1945.98496,3391.1024,964.77392,1225.38184,4453.13024
17-04-2019 09:00,1563.66752,727.87448,727.87448,727.87448,626.7628,1045.83984,1946.88848,865.20872,1316.848,3008.79808,625.6364,1613.87136,1613.87136,860.87352,725.56128,1077.23648,1877.20864,534.0688,678.33312,2465.11376
17-04-2019 10:00,133.79326,62.27968,62.27968,62.27968,53.62818,89.48598,166.58308,74.0305,112.67447,257.44404,53.53181,138.08888,138.08888,73.65958,62.08174,92.17239,160.621,45.69694,58.04074,210.9244
17-04-2019 11:00,305.93262,142.40913,142.40913,142.40913,122.62656,204.61928,380.91004,169.27868,257.64222,588.67332,122.4062,315.75498,315.75498,168.43052,141.95654,210.76204,367.27712,104.49092,132.71634,482.3012
17-04-2019 12:00,565.96852,263.45376,263.45376,263.45376,226.85644,378.54112,704.6752,313.1618,476.6324,1089.03272,226.44874,584.13976,584.13976,311.59272,262.61652,389.90516,679.45456,193.30588,245.5223,892.24656
17-04-2019 13:00,297.93414,138.6859,138.6859,138.6859,119.42056,199.2696,370.95132,164.85297,250.90628,573.28272,119.20592,307.49972,307.49972,164.02696,138.24516,205.25178,357.67484,101.75904,129.24652,469.6916
17-04-2019 14:00,311.88436,145.17961,145.17961,145.17961,125.01219,208.60002,388.32048,172.57188,262.65448,600.12568,124.78753,321.89786,321.89786,171.70722,144.71825,214.8623,374.42232,106.52373,135.29826,491.68412
17-04-2019 15:00,275.38674,128.19031,128.19031,128.19031,110.38292,184.18906,342.87808,152.37706,231.91794,529.89728,110.18455,284.22846,284.22846,151.61356,127.78291,189.71852,330.60636,94.05802,119.46527,434.14584
17-04-2019 16:00,37.66731,17.53383,17.53383,17.53383,15.09814,25.19332,46.89876,20.84208,31.72166,72.47917,15.07101,38.87668,38.87668,20.73765,17.4781,25.94964,45.22024,12.86522,16.34042,59.38233
17-04-2019 17:00,2611.15216,1215.47008,1215.47008,1215.47008,1046.62472,1746.43712,3251.08864,1444.80304,2198.99104,5024.36032,1044.74376,2694.98656,2694.98656,1437.56384,1211.6072,1798.86592,3134.73088,891.83584,1132.74144,4116.46784
17-04-2019 18:00,1289.09352,600.06256,600.06256,600.06256,516.70568,862.1944,1605.0224,713.28144,1085.61464,2480.4648,515.77708,1330.48184,1330.48184,709.70752,598.15552,888.07808,1547.57808,440.2884,559.22044,2032.2496
17-04-2019 19:00,1681.72688,782.83024,782.83024,782.83024,674.08448,1124.80264,2093.88208,930.53352,1416.27232,3235.96736,672.87304,1735.72128,1735.72128,925.87096,780.34232,1158.56984,2018.94096,574.39184,729.5484,2651.23408
17-04-2019 20:00,1828.03104,850.93344,850.93344,850.93344,732.72728,1222.656,2276.04144,1011.4864,1539.48272,3517.48416,731.4104,1886.7224,1886.7224,1006.41824,848.22928,1259.3608,2194.58112,624.36176,793.01632,2881.88128
17-04-2019 21:00,909.95696,423.57756,423.57756,423.57756,364.73684,608.61352,1132.96768,503.49748,766.32344,1750.9328,364.08136,939.1724,939.1724,500.97472,422.2314,626.8844,1092.41848,310.7947,394.7476,1434.54256
17-04-2019 22:00,269.69336,125.54005,125.54005,125.54005,108.10083,180.38108,335.78932,149.22676,227.1232,518.942,107.90656,278.35224,278.35224,148.47905,125.14109,185.79624,323.77134,92.11344,116.99542,425.1702
17-04-2019 23:00,277.52062,129.18359,129.18359,129.18359,111.23824,185.61628,345.53492,153.55775,233.715,534.00328,111.03832,286.43084,286.43084,152.78836,128.77306,191.18858,333.16812,94.78684,120.39098,437.50988
18-04-2019 00:00,266.37284,123.99437,123.99437,123.99437,106.76987,178.16018,331.65502,147.38943,224.32682,512.55268,106.57798,274.9251,274.9251,146.65094,123.60031,183.50866,319.78494,90.97931,115.55493,419.93536
18-04-2019 01:00,267.28076,124.41702,124.41702,124.41702,107.13381,178.76746,332.78552,147.89183,225.09144,514.2998,106.94127,275.86222,275.86222,147.15082,124.02162,184.13418,320.87496,91.28944,115.94882,421.3668
18-04-2019 02:00,281.84134,131.19484,131.19484,131.19484,112.97009,188.5061,350.91452,155.94846,237.35366,542.31708,112.76706,290.89022,290.89022,155.1671,130.77789,194.16516,338.35512,96.26257,122.26532,444.3214
18-04-2019 03:00,294.76526,137.21083,137.21083,137.21083,118.15038,197.15014,367.00584,163.09956,248.2376,567.18532,117.93804,304.22912,304.22912,162.28235,136.77477,203.0687,353.87056,100.67673,127.87185,464.69596
18-04-2019 04:00,301.25564,140.23204,140.23204,140.23204,120.7519,201.49112,375.08684,166.6908,253.70348,579.67388,120.53489,310.92786,310.92786,165.85561,139.78636,207.54,361.66232,102.89349,130.68742,474.92796
18-04-2019 05:00,327.74938,152.56467,152.56467,152.56467,131.37135,219.21116,408.07364,181.35034,276.01528,630.653,131.13525,338.27228,338.27228,180.44166,152.07982,225.792,393.46852,111.94242,142.18066,516.6952
18-04-2019 06:00,1535.7992,714.902,714.902,714.902,615.5924,1027.20032,1912.19024,849.78864,1293.37864,2955.17376,614.48608,1585.10816,1585.10816,845.53072,712.63,1058.0376,1843.75216,524.5504,666.2436,2421.17968
18-04-2019 07:00,1776.26912,826.8388,826.8388,826.8388,711.9796,1188.03576,2211.59392,982.84536,1495.89136,3417.88416,710.70008,1833.29872,1833.29872,977.9208,824.21104,1223.70128,2132.44016,606.6826,770.5616,2800.27904
