GMT+1,HeatingDemand_Artiestenbuurt,HeatingDemand_DeStrijp_1,HeatingDemand_DeStrijp_2,HeatingDemand_DeStrijp_3,HeatingDemand_Hoekpolder,HeatingDemand_HuisTeLande,HeatingDemand_Kleurenbuurt,HeatingDemand_Ministerbuurt_1,HeatingDemand_Ministerbuurt_2,HeatingDemand_Muziekbuurt,HeatingDemand_Presidentenbuurt,HeatingDemand_Rembrandtkwartier_1,HeatingDemand_Rembrandtkwartier_2,HeatingDemand_Stationskwartier,HeatingDemand_Stervoorde_1,HeatingDemand_Stervoorde_2,HeatingDemand_Stervoorde_3,HeatingDemand_Stervoorde_4,HeatingDemand_Stervoorde_5,HeatingDemand_TeWerve
01-01-2019 00:00,617,287,287,287,247,413,769,342,520,1.188,247,637,637,340,286,425,741,211,268,973
01-01-2019 01:00,636,296,296,296,255,426,792,352,536,1.225,255,657,657,350,295,438,764,217,276,1.003
01-01-2019 02:00,611,284,284,284,245,408,760,338,514,1.175,244,630,630,336,283,421,733,209,265,963
01-01-2019 03:00,624,290,290,290,250,417,776,345,525,1.200,250,644,644,343,289,430,749,213,271,983
01-01-2019 04:00,652,304,304,304,261,436,812,361,549,1.255,261,673,673,359,303,449,783,223,283,1.028
01-01-2019 05:00,654,305,305,305,262,438,815,362,551,1.259,262,675,675,360,304,451,786,224,284,1.032
01-01-2019 06:00,749,349,349,349,300,501,933,415,631,1.442,300,773,773,413,348,516,900,256,325,1.181
01-01-2019 07:00,3.575,1.664,1.664,1.664,1.433,2.391,4.452,1.978,3.011,6.880,1.431,3.690,3.690,1.968,1.659,2.463,4.292,1.221,1.551,5.637
01-01-2019 08:00,3.754,1.747,1.747,1.747,1.505,2.511,4.674,2.077,3.161,7.223,1.502,3.874,3.874,2.067,1.742,2.586,4.507,1.282,1.628,5.918
01-01-2019 09:00,5.681,2.645,2.645,2.645,2.277,3.800,7.074,3.144,4.785,10.932,2.273,5.864,5.864,3.128,2.636,3.914,6.820,1.940,2.465,8.957
01-01-2019 10:00,4.644,2.162,2.162,2.162,1.862,3.106,5.783,2.570,3.911,8.937,1.858,4.794,4.794,2.557,2.155,3.200,5.576,1.586,2.015,7.322
01-01-2019 11:00,2.005,933,933,933,804,1.341,2.496,1.109,1.688,3.857,802,2.069,2.069,1.104,930,1.381,2.407,685,870,3.160
01-01-2019 12:00,1.979,921,921,921,793,1.323,2.464,1.095,1.666,3.807,792,2.042,2.042,1.089,918,1.363,2.376,676,858,3.119
01-01-2019 13:00,1.288,600,600,600,516,862,1.604,713,1.085,2.479,515,1.330,1.330,709,598,888,1.547,440,559,2.031
01-01-2019 14:00,1.225,570,570,570,491,819,1.525,678,1.031,2.357,490,1.264,1.264,674,568,844,1.470,418,531,1.931
01-01-2019 15:00,2.129,991,991,991,853,1.424,2.651,1.178,1.793,4.097,852,2.198,2.198,1.172,988,1.467,2.556,727,924,3.357
01-01-2019 16:00,2.571,1.197,1.197,1.197,1.031,1.720,3.201,1.423,2.165,4.947,1.029,2.654,2.654,1.416,1.193,1.771,3.087,878,1.115,4.053
01-01-2019 17:00,2.175,1.012,1.012,1.012,872,1.455,2.708,1.203,1.832,4.185,870,2.245,2.245,1.197,1.009,1.498,2.611,743,944,3.429
01-01-2019 18:00,6.269,2.918,2.918,2.918,2.513,4.193,7.805,3.469,5.279,12.062,2.508,6.470,6.470,3.451,2.909,4.319,7.526,2.141,2.719,9.883
01-01-2019 19:00,4.292,1.998,1.998,1.998,1.720,2.870,5.343,2.375,3.614,8.258,1.717,4.429,4.429,2.363,1.991,2.956,5.152,1.466,1.862,6.766
01-01-2019 20:00,2.849,1.326,1.326,1.326,1.142,1.906,3.547,1.576,2.399,5.482,1.140,2.941,2.941,1.569,1.322,1.963,3.420,973,1.236,4.492
01-01-2019 21:00,2.603,1.212,1.212,1.212,1.043,1.741,3.241,1.440,2.192,5.008,1.041,2.686,2.686,1.433,1.208,1.793,3.125,889,1.129,4.103
01-01-2019 22:00,1.390,647,647,647,557,930,1.731,769,1.171,2.675,556,1.435,1.435,765,645,958,1.669,475,603,2.192
01-01-2019 23:00,314,146,146,146,126,210,390,174,264,603,125,324,324,173,146,216,377,107,136,494
02-01-2019 00:00,305,142,142,142,122,204,379,169,257,586,122,315,315,168,141,210,366,104,132,481
02-01-2019 01:00,310,144,144,144,124,207,385,171,261,596,124,319,319,170,144,213,372,106,134,488
02-01-2019 02:00,307,143,143,143,123,205,382,170,259,591,123,317,317,169,143,212,369,105,133,484
02-01-2019 03:00,303,141,141,141,122,203,378,168,256,584,121,313,313,167,141,209,364,104,132,478
02-01-2019 04:00,310,144,144,144,124,207,386,171,261,596,124,320,320,171,144,214,372,106,134,489
02-01-2019 05:00,479,223,223,223,192,320,596,265,403,921,192,494,494,264,222,330,575,164,208,755
02-01-2019 06:00,680,316,316,316,272,455,846,376,572,1.308,272,702,702,374,315,468,816,232,295,1.072
02-01-2019 07:00,2.660,1.238,1.238,1.238,1.066,1.779,3.311,1.472,2.240,5.117,1.064,2.745,2.745,1.464,1.234,1.832,3.193,908,1.154,4.193
02-01-2019 08:00,3.682,1.714,1.714,1.714,1.476,2.463,4.585,2.037,3.101,7.085,1.473,3.801,3.801,2.027,1.709,2.537,4.421,1.258,1.597,5.805
02-01-2019 09:00,5.508,2.564,2.564,2.564,2.208,3.684,6.858,3.048,4.639,10.599,2.204,5.685,5.685,3.032,2.556,3.795,6.613,1.881,2.389,8.683
02-01-2019 10:00,4.172,1.942,1.942,1.942,1.672,2.790,5.194,2.308,3.513,8.027,1.669,4.306,4.306,2.297,1.936,2.874,5.008,1.425,1.810,6.577
02-01-2019 11:00,1.607,748,748,748,644,1.075,2.000,889,1.353,3.091,643,1.658,1.658,885,745,1.107,1.929,549,697,2.533
02-01-2019 12:00,1.887,879,879,879,756,1.262,2.350,1.044,1.589,3.632,755,1.948,1.948,1.039,876,1.300,2.266,645,819,2.975
02-01-2019 13:00,1.534,714,714,714,615,1.026,1.910,849,1.292,2.952,614,1.583,1.583,845,712,1.057,1.842,524,666,2.419
02-01-2019 14:00,1.472,685,685,685,590,985,1.833,815,1.240,2.833,589,1.520,1.520,811,683,1.014,1.768,503,639,2.321
02-01-2019 15:00,2.328,1.084,1.084,1.084,933,1.557,2.899,1.288,1.961,4.480,932,2.403,2.403,1.282,1.080,1.604,2.795,795,1.010,3.671
02-01-2019 16:00,2.743,1.277,1.277,1.277,1.100,1.835,3.416,1.518,2.310,5.279,1.098,2.831,2.831,1.510,1.273,1.890,3.293,937,1.190,4.325
02-01-2019 17:00,2.425,1.129,1.129,1.129,972,1.622,3.019,1.342,2.042,4.666,970,2.503,2.503,1.335,1.125,1.671,2.911,828,1.052,3.823
02-01-2019 18:00,6.546,3.047,3.047,3.047,2.624,4.378,8.151,3.622,5.513,12.596,2.619,6.756,6.756,3.604,3.038,4.510,7.859,2.236,2.840,10.320
02-01-2019 19:00,4.556,2.121,2.121,2.121,1.826,3.047,5.672,2.521,3.837,8.766,1.823,4.702,4.702,2.508,2.114,3.139,5.469,1.556,1.976,7.182
02-01-2019 20:00,3.173,1.477,1.477,1.477,1.272,2.122,3.951,1.756,2.672,6.106,1.270,3.275,3.275,1.747,1.472,2.186,3.809,1.084,1.377,5.003
02-01-2019 21:00,2.918,1.358,1.358,1.358,1.170,1.952,3.633,1.615,2.458,5.615,1.168,3.012,3.012,1.607,1.354,2.010,3.503,997,1.266,4.600
02-01-2019 22:00,1.570,731,731,731,629,1.050,1.954,869,1.322,3.020,628,1.620,1.620,864,728,1.081,1.884,536,681,2.475
02-01-2019 23:00,409,190,190,190,164,274,510,226,345,787,164,422,422,225,190,282,491,140,178,645
03-01-2019 00:00,400,186,186,186,160,267,498,221,337,769,160,412,412,220,185,275,480,136,173,630
03-01-2019 01:00,411,191,191,191,165,275,511,227,346,790,164,424,424,226,191,283,493,140,178,647
03-01-2019 02:00,416.2508,193.76136,193.76136,193.76136,166.84528,278.40426,518.26488,230.31996,350.54708,800.9468,166.54543,429.61516,429.61516,229.16594,193.14558,286.76212,499.71596,142.16998,180.57338,656.21728
03-01-2019 03:00,422.41564,196.63102,196.63102,196.63102,169.3163,282.5275,525.9406,233.73108,355.7388,812.80912,169.01202,435.97788,435.97788,232.55996,196.00614,291.00912,507.11696,144.27556,183.24772,665.93608
03-01-2019 04:00,688.60184,320.53852,320.53852,320.53852,276.01136,460.56284,857.36312,381.01724,579.9084,1325.00272,275.51532,710.71032,710.71032,379.10816,319.51984,474.38924,826.67776,235.19112,298.72168,1085.57712
03-01-2019 05:00,803.62864,374.0826,374.0826,374.0826,322.11744,537.4972,1000.58064,444.66396,676.77872,1546.33648,321.53852,829.43032,829.43032,442.43592,372.89372,553.63316,964.76944,274.47842,348.6214,1266.9164
03-01-2019 06:00,969.30464,451.2034,451.2034,451.2034,388.52512,648.30748,1206.86024,536.33568,816.30328,1865.12896,387.82688,1000.42544,1000.42544,533.64844,449.76948,667.77,1163.66616,331.06482,420.49312,1528.10384
03-01-2019 07:00,3173.37216,1477.17888,1477.17888,1477.17888,1271.97872,2122.4712,3951.09728,1755.89104,2672.46672,6106.18048,1269.69288,3275.25792,3275.25792,1747.09296,1472.48464,2186.18928,3809.68608,1083.86168,1376.63776,5002.80512
03-01-2019 08:00,4034.85312,1878.19136,1878.19136,1878.19136,1617.28496,2698.66208,5023.70848,2232.5656,3397.96576,7763.83616,1614.3784,4164.39808,4164.39808,2221.3792,1872.22224,2779.67776,4843.90784,1378.09936,1750.356,6360.92544
03-01-2019 09:00,5752.34368,2677.66912,2677.66912,2677.66912,2305.70432,3847.38464,7162.1184,3182.88768,4844.3568,11068.61952,2301.5608,5937.03104,5937.03104,3166.93984,2669.15968,3962.88544,6905.78368,1964.70624,2495.41888,9068.5408
03-01-2019 10:00,4576.15424,2130.1624,2130.1624,2130.1624,1834.2536,3060.70432,5697.6704,2532.07808,3853.82432,8805.40352,1830.95744,4723.07808,4723.07808,2519.39104,2123.39264,3152.58848,5493.74784,1562.98,1985.17696,7214.28352
03-01-2019 11:00,1438.45712,669.59008,669.59008,669.59008,576.57496,962.0944,1790.99184,795.92736,1211.40184,2767.86912,575.53868,1484.64096,1484.64096,791.93936,667.46216,990.97704,1726.89168,491.30336,624.0158,2267.72048
03-01-2019 12:00,1978.14256,920.8092,920.8092,920.8092,792.89632,1323.0564,2462.9424,1094.54616,1665.89968,3806.328,791.47136,2041.65376,2041.65376,1089.06192,917.88296,1362.7752,2374.7928,675.63224,858.13616,3118.53184
03-01-2019 13:00,1709.47216,795.74544,795.74544,795.74544,685.20552,1143.35936,2128.42672,945.88544,1439.63808,3289.35456,683.97416,1764.35728,1764.35728,941.14608,793.21648,1177.68392,2052.24944,583.86824,741.58456,2694.9744
03-01-2019 14:00,1444.80016,672.54272,672.54272,672.54272,579.11744,966.33688,1798.88944,799.43704,1216.74352,2780.07424,578.07668,1491.18768,1491.18768,795.43144,670.40532,995.34696,1734.5064,493.4698,626.7674,2277.72016
03-01-2019 15:00,2456.12032,1143.30392,1143.30392,1143.30392,984.48344,1642.74592,3058.0624,1359.0208,2068.43024,4726.04928,982.71424,2534.9776,2534.9776,1352.21136,1139.67056,1692.06208,2948.6128,838.88488,1065.4872,3872.06112
03-01-2019 16:00,3096.65952,1441.46992,1441.46992,1441.46992,1241.23008,2071.16288,3855.584,1713.44416,2607.86272,5958.57088,1238.99936,3196.08192,3196.08192,1704.85888,1436.8888,2133.34016,3717.59072,1057.6604,1343.35904,4881.86816
03-01-2019 17:00,2832.75296,1318.62328,1318.62328,1318.62328,1135.44872,1894.652,3526.99936,1567.41904,2385.6128,5450.76288,1133.40808,2923.7024,2923.7024,1559.5656,1314.43272,1951.53056,3400.7664,967.52328,1228.87376,4465.8208
03-01-2019 18:00,6768.03008,3150.46304,3150.46304,3150.46304,2712.8208,4526.71424,8426.72832,3744.88736,5699.72096,13022.99648,2707.94528,6985.32736,6985.32736,3726.12384,3140.45088,4662.60896,8125.13152,2311.61248,2936.03328,10669.76576
03-01-2019 19:00,4931.33696,2295.49712,2295.49712,2295.49712,1976.62128,3298.264,6139.90016,2728.608,4152.9424,9488.84352,1973.06896,5089.664,5089.664,2714.936,2288.20192,3397.27968,5920.15168,1684.29216,2139.25856,7774.2272
03-01-2019 20:00,3498.54528,1628.54432,1628.54432,1628.54432,1402.31728,2339.9592,4355.96352,1935.81536,2946.31232,6731.87584,1399.79728,3610.87072,3610.87072,1926.11616,1623.36864,2410.20576,4200.06112,1194.92392,1517.70064,5515.43872
03-01-2019 21:00,3222.1856,1499.90128,1499.90128,1499.90128,1291.54456,2155.11968,4011.87392,1782.90032,2713.57504,6200.10752,1289.22336,3325.63872,3325.63872,1773.96704,1495.13456,2219.81744,3868.28704,1100.53384,1397.81344,5079.75968
03-01-2019 22:00,1736.24976,808.21,808.21,808.21,695.93864,1161.26928,2161.76688,960.70184,1462.1888,3340.87936,694.688,1791.99456,1791.99456,955.88824,805.64152,1196.1312,2084.39632,593.01396,753.2008,2737.1888
03-01-2019 23:00,501.12184,233.26812,233.26812,233.26812,200.86402,335.16916,623.93592,277.2808,422.02148,964.25512,200.503,517.21104,517.21104,275.89144,232.5268,345.23116,601.60504,171.15756,217.39118,790.016
04-01-2019 00:00,486.81132,226.6067,226.6067,226.6067,195.12794,325.59778,606.11824,269.36248,409.96984,936.71888,194.77726,502.44112,502.44112,268.01284,225.88654,335.3724,584.42504,166.26982,211.18316,767.4556
04-01-2019 01:00,486.69676,226.55336,226.55336,226.55336,195.08204,325.52114,605.97552,269.2991,409.87336,936.4984,194.73144,502.3228,502.3228,267.94976,225.83338,335.29346,584.2874,166.23068,211.13346,767.27496
04-01-2019 02:00,510.65196,237.70434,237.70434,237.70434,204.68396,341.54332,635.80168,282.55402,430.04736,982.59288,204.31612,527.04724,527.04724,281.1383,236.9489,351.79664,613.04616,174.41256,221.52546,805.04024
04-01-2019 03:00,715.02792,332.83966,332.83966,332.83966,286.6037,478.23764,890.26584,395.63936,602.16328,1375.85168,286.08868,737.98496,737.98496,393.657,331.78192,492.5946,858.4028,244.21694,310.1856,1127.23776
04-01-2019 04:00,893.32208,415.83412,415.83412,415.83412,358.06912,597.48748,1112.256,494.29308,752.31424,1718.924,357.4256,922.00344,922.00344,491.81644,414.51256,615.42436,1072.44776,305.11306,387.5312,1408.31776
04-01-2019 05:00,989.32064,460.52068,460.52068,460.52068,396.54812,661.69496,1231.78176,547.411,833.15984,1903.64384,395.83544,1021.08424,1021.08424,544.6682,459.05716,681.55936,1187.69568,337.90128,429.17628,1559.65888
04-01-2019 06:00,1127.10824,524.65972,524.65972,524.65972,451.77736,753.85256,1403.33808,623.65172,949.19816,2168.77392,450.96544,1163.29568,1163.29568,620.52692,522.99232,776.48368,1353.112,384.96248,488.94976,1776.88048
04-01-2019 07:00,3416.59904,1590.39904,1590.39904,1590.39904,1369.47104,2285.1504,4253.93344,1890.47312,2877.30112,6574.19648,1367.00976,3526.29408,3526.29408,1881.0008,1585.3448,2353.75216,4101.68352,1166.93544,1482.15168,5386.25152
04-01-2019 08:00,4087.5824,1902.73616,1902.73616,1902.73616,1638.42048,2733.9296,5089.36032,2261.74192,3442.37184,7865.29728,1635.47584,4218.82016,4218.82016,2250.40944,1896.68928,2816.00352,4907.21056,1396.10896,1773.2304,6444.05248
04-01-2019 09:00,5759.53344,2681.01584,2681.01584,2681.01584,2308.5864,3852.19296,7171.07008,3186.86592,4850.41152,11082.45376,2304.43744,5944.45184,5944.45184,3170.89824,2672.49568,3967.8384,6914.41536,1967.16192,2498.53792,9079.8752
04-01-2019 10:00,4662.8512,2170.51904,2170.51904,2170.51904,1869.00448,3118.69056,5805.61472,2580.04912,3926.83616,8972.22464,1865.64544,4812.55808,4812.55808,2567.12176,2163.62112,3212.31552,5597.82912,1592.59104,2022.78704,7350.96064
04-01-2019 11:00,1992.97088,927.71168,927.71168,927.71168,798.83992,1332.97416,2481.4048,1102.75088,1678.38736,3834.86016,797.40432,2056.95808,2056.95808,1097.2256,924.76336,1372.99072,2392.59392,680.6968,864.5688,3141.90848
04-01-2019 12:00,2259.11968,1051.60184,1051.60184,1051.60184,905.51992,1510.98448,2812.7808,1250.01648,1902.52544,4346.9824,903.89256,2331.65216,2331.65216,1243.7532,1048.25976,1556.34512,2712.1104,771.5996,980.02664,3561.49088
04-01-2019 13:00,1880.07408,875.1592,875.1592,875.1592,753.58768,1257.46448,2340.83952,1040.28296,1583.31104,3617.6256,752.23336,1940.43664,1940.43664,1035.07056,872.37792,1295.21432,2257.05984,642.13708,815.5932,2963.92736
04-01-2019 14:00,1744.16768,811.89584,811.89584,811.89584,699.11248,1166.56504,2171.62544,965.08312,1468.8568,3356.11488,697.856,1800.16672,1800.16672,960.24752,809.3156,1201.58608,2093.90192,595.7184,756.63584,2749.67136
04-01-2019 15:00,2708.68416,1260.8704,1260.8704,1260.8704,1085.71824,1811.67008,3372.52384,1498.76928,2281.128,5212.03072,1083.76712,2795.65024,2795.65024,1491.25984,1256.86328,1866.05744,3251.81952,925.14776,1175.0516,4270.22656
04-01-2019 16:00,3138.86752,1461.11712,1461.11712,1461.11712,1258.14808,2099.3928,3908.13568,1736.7984,2643.408,6039.78624,1255.88696,3239.64512,3239.64512,1728.09616,1456.47376,2162.41792,3768.26208,1072.0764,1361.66912,4948.40768
04-01-2019 17:00,2669.26736,1242.52208,1242.52208,1242.52208,1069.91896,1785.30672,3323.44704,1476.95936,2247.9328,5136.18464,1067.99608,2754.96768,2754.96768,1469.55904,1238.57352,1838.90256,3204.4992,911.68504,1157.95224,4208.0864
04-01-2019 18:00,6723.28448,3129.63392,3129.63392,3129.63392,2694.88544,4496.78624,8371.01568,3720.12864,5662.03776,12936.896,2690.04256,6939.1456,6939.1456,3701.48896,3119.68832,4631.78208,8071.4144,2296.32976,2916.62176,10599.22368
04-01-2019 19:00,4774.97472,2222.71168,2222.71168,2222.71168,1913.94688,3193.6832,5945.21728,2642.08928,4021.26144,9187.97248,1910.5072,4928.28224,4928.28224,2628.85136,2215.648,3289.55936,5732.4352,1630.88688,2071.4272,7527.72288
04-01-2019 20:00,3312.8784,1542.11792,1542.11792,1542.11792,1327.89688,2215.77776,4124.79296,1833.0824,2789.952,6374.61696,1325.51024,3419.24288,3419.24288,1823.89776,1537.21696,2282.29712,3977.16544,1131.50968,1437.15664,5222.73632
04-01-2019 21:00,3040.56288,1415.35712,1415.35712,1415.35712,1218.74472,2033.64304,3785.73888,1682.40448,2560.62064,5850.62976,1216.55456,3138.18432,3138.18432,1673.97504,1410.8592,2094.6944,3650.24576,1038.50064,1319.02368,4793.432
04-01-2019 22:00,1634.69232,760.93584,760.93584,760.93584,655.23152,1093.34376,2035.31968,904.50808,1376.66176,3145.46304,654.05396,1687.17632,1687.17632,899.97592,758.5176,1126.16648,1962.47488,558.32716,709.14432,2577.08368
04-01-2019 23:00,478.077,222.54096,222.54096,222.54096,191.62698,319.75592,595.24328,264.52964,402.61424,919.91232,191.2826,493.42632,493.42632,263.2042,221.8337,329.35516,573.93928,163.28662,207.39414,753.68592
05-01-2019 00:00,467.4196,217.58002,217.58002,217.58002,187.3552,312.62786,581.974,258.63266,393.63908,899.40552,187.0185,482.42676,482.42676,257.33682,216.88854,322.01316,561.14496,159.64661,202.77088,736.88464
05-01-2019 01:00,469.40084,218.50226,218.50226,218.50226,188.14932,313.95298,584.44084,259.72894,395.3076,903.21784,187.81122,484.47164,484.47164,258.42758,217.80788,323.37806,563.52344,160.3233,203.63034,740.00808
05-01-2019 02:00,460.50612,214.36184,214.36184,214.36184,184.58408,308.00384,573.3662,254.80732,387.81684,886.10264,184.25234,475.29132,475.29132,253.5306,213.68058,317.25034,552.8452,157.28531,199.77172,725.98552
05-01-2019 03:00,478.08236,222.54346,222.54346,222.54346,191.62914,319.75956,595.25,264.5326,402.61876,919.92272,191.28476,493.43192,493.43192,263.20718,221.8362,329.35888,573.9458,163.28847,207.39648,753.69448
05-01-2019 04:00,677.33168,315.29236,315.29236,315.29236,271.49396,453.02496,843.33096,374.78124,570.41724,1303.3168,271.00604,699.0784,699.0784,372.9034,314.29034,466.62504,813.14776,231.34182,293.83262,1067.80992
05-01-2019 05:00,811.55592,377.77264,377.77264,377.77264,325.2949,542.7992,1010.45072,449.05024,683.45464,1561.59024,324.7103,837.61216,837.61216,446.80024,376.57208,559.09436,974.28624,277.18594,352.06032,1279.41384
05-01-2019 06:00,911.35864,424.23,424.23,424.23,365.29872,609.55104,1134.71288,504.27308,767.50392,1753.62992,364.6422,940.61912,940.61912,501.74644,422.8818,627.85016,1094.1012,311.2735,395.35568,1436.75232
05-01-2019 07:00,1782.70816,829.83608,829.83608,829.83608,714.56056,1192.3424,2219.61136,986.40832,1501.31392,3430.27424,713.2764,1839.94448,1839.94448,981.46592,827.19888,1228.1372,2140.1704,608.88176,773.35488,2810.43008
05-01-2019 08:00,3525.09824,1640.90448,1640.90448,1640.90448,1412.96064,2357.71856,4389.024,1950.50784,2968.67392,6782.96896,1410.42112,3638.27648,3638.27648,1940.73488,1635.68976,2428.49872,4231.93856,1203.9932,1529.21968,5557.2992
05-01-2019 09:00,7112.77248,3310.9376,3310.9376,3310.9376,2851.00352,4757.28992,8855.95776,3935.64,5990.04608,13686.34624,2845.87936,7341.13792,7341.13792,3915.92032,3300.41504,4900.10688,8539.00032,2429.35888,3085.58528,11213.248
05-01-2019 10:00,7306.64832,3401.18496,3401.18496,3401.18496,2928.71424,4886.96192,9097.34976,4042.91552,6153.31904,14059.40096,2923.45088,7541.23904,7541.23904,4022.65856,3390.376,5033.67136,8771.75104,2495.57696,3169.69024,11518.89408
05-01-2019 11:00,3293.43488,1533.0672,1533.0672,1533.0672,1320.10328,2202.77376,4100.58432,1822.32384,2773.57792,6337.20384,1317.7308,3399.17568,3399.17568,1813.19328,1528.19504,2268.90208,3953.82304,1124.8688,1428.72192,5192.08384
05-01-2019 12:00,3037.4928,1413.928,1413.928,1413.928,1217.51416,2031.5896,3781.91616,1680.70576,2558.0352,5844.72192,1215.32616,3135.01568,3135.01568,1672.28448,1409.43456,2092.57888,3646.55968,1037.45192,1317.69168,4788.59168
05-01-2019 13:00,2200.48752,1024.30912,1024.30912,1024.30912,882.01864,1471.76928,2739.77952,1217.57424,1853.14848,4234.1632,880.43352,2271.13776,2271.13776,1211.47352,1021.05384,1515.95264,2641.72192,751.574,954.59152,3469.0576
05-01-2019 14:00,2014.43168,937.70144,937.70144,937.70144,807.44192,1347.32768,2508.12496,1114.6256,1696.46064,3876.15488,805.99088,2079.10784,2079.10784,1109.04064,934.72152,1387.7752,2418.35808,688.02672,873.87864,3175.74112
05-01-2019 15:00,2777.00768,1292.6744,1292.6744,1292.6744,1113.1044,1857.36736,3457.59232,1536.5744,2338.66672,5343.49792,1111.10392,2866.16736,2866.16736,1528.87536,1288.56632,1913.12688,3333.84384,948.48368,1204.69104,4377.93856
05-01-2019 16:00,2979.66528,1387.01008,1387.01008,1387.01008,1194.33544,1992.91264,3709.91712,1648.70896,2509.336,5733.45088,1192.18912,3075.33184,3075.33184,1640.44816,1382.60208,2052.74128,3577.1376,1017.7012,1292.60592,4697.42784
05-01-2019 17:00,2989.072,1391.38864,1391.38864,1391.38864,1198.10592,1999.20416,3721.62912,1653.91392,2517.25776,5751.552,1195.95272,3085.04064,3085.04064,1645.62688,1386.96688,2059.2216,3588.43072,1020.91416,1296.68656,4712.25728
05-01-2019 18:00,3030.51808,1410.68144,1410.68144,1410.68144,1214.71864,2026.92496,3773.23264,1676.84688,2552.1616,5831.30176,1212.53568,3127.81728,3127.81728,1668.44496,1406.1984,2087.7744,3638.1872,1035.06984,1314.66624,4777.5968
05-01-2019 19:00,3063.01856,1425.81024,1425.81024,1425.81024,1227.74576,2048.66208,3813.69792,1694.82992,2579.532,5893.83872,1225.53928,3161.36096,3161.36096,1686.33808,1421.27888,2110.16448,3677.20448,1046.17032,1328.76512,4828.83296
05-01-2019 20:00,3078.99648,1433.24768,1433.24768,1433.24768,1234.15,2059.3488,3833.59168,1703.67072,2592.98752,5924.58368,1231.93216,3177.85216,3177.85216,1695.1344,1428.69296,2121.17184,3696.38592,1051.6276,1335.69656,4854.0224
05-01-2019 21:00,2419.81584,1126.40456,1126.40456,1126.40456,969.93168,1618.46416,3012.86016,1338.93288,2037.85648,4656.19296,968.18848,2497.50736,2497.50736,1332.22416,1122.8248,1667.0512,2905.02848,826.4852,1049.73792,3814.82752
05-01-2019 22:00,1046.864,487.30664,487.30664,487.30664,419.61316,700.18208,1303.42776,579.25092,881.62024,2014.36832,418.859,1080.47512,1080.47512,576.34856,485.75796,721.202,1256.77744,357.55516,454.13908,1650.37584
05-01-2019 23:00,587.61652,273.5307,273.5307,273.5307,235.53356,393.02012,731.62864,325.14008,494.86336,1130.6876,235.11028,606.48284,606.48284,323.51096,272.6614,404.8188,705.44336,200.69972,254.91338,926.37448
06-01-2019 00:00,585.90412,272.73358,272.73358,272.73358,234.84718,391.87476,729.49656,324.19254,493.42116,1127.39256,234.42512,604.7154,604.7154,322.56818,271.86686,403.63908,703.38752,200.11486,254.17052,923.67488
06-01-2019 01:00,582.3756,271.09106,271.09106,271.09106,233.43286,389.51476,725.1032,322.24014,490.44964,1120.60304,233.01334,601.0736,601.0736,320.62554,270.22958,401.20824,699.15152,198.9097,252.63982,918.11216
06-01-2019 02:00,628.88396,292.74036,292.74036,292.74036,252.07476,420.62132,783.00984,347.9742,529.61684,1210.09424,251.62174,649.0752,649.0752,346.23064,291.81002,433.24864,754.9856,214.79458,272.81558,991.4324
06-01-2019 03:00,792.31728,368.81728,368.81728,368.81728,317.58352,529.93172,986.49712,438.40512,667.2528,1524.57136,317.01276,817.75576,817.75576,436.20848,367.64516,545.84056,951.19,270.61502,343.7144,1249.08424
06-01-2019 04:00,920.2712,428.37868,428.37868,428.37868,368.87108,615.51204,1145.8096,509.20452,775.00952,1770.7792,368.20812,949.81776,949.81776,506.65312,427.01732,633.99012,1104.80064,314.3175,399.22196,1450.80272
06-01-2019 05:00,997.84112,464.48692,464.48692,464.48692,399.96332,667.3938,1242.39024,552.1256,840.33536,1920.03888,399.24456,1029.87816,1029.87816,549.35912,463.01076,687.42936,1197.92472,340.81148,432.87252,1573.09136
06-01-2019 06:00,1102.30472,513.11384,513.11384,513.11384,441.83532,737.26296,1372.45568,609.92744,928.30984,2121.04688,441.04128,1137.69568,1137.69568,606.87132,511.48316,759.396,1323.33496,376.49088,478.18976,1737.77776
06-01-2019 07:00,1953.46192,909.32064,909.32064,909.32064,783.0036,1306.54904,2432.21312,1080.88992,1645.11488,3758.83776,781.5964,2016.18048,2016.18048,1075.47384,906.4308,1345.77232,2345.16304,667.20256,847.42952,3079.62272
06-01-2019 08:00,3690.6768,1717.97984,1717.97984,1717.97984,1479.32912,2468.46384,4595.18176,2042.12592,3108.11648,7101.57376,1476.67056,3809.1712,3809.1712,2031.8936,1712.52016,2542.56864,4430.7184,1260.54616,1601.04912,5818.3328
06-01-2019 09:00,7323.84576,3409.19072,3409.19072,3409.19072,2935.60768,4898.46432,9118.7616,4052.43104,6167.80288,14092.4928,2930.33184,7558.98816,7558.98816,4032.12672,3398.35616,5045.51904,8792.39744,2501.45088,3177.15072,11546.00576
06-01-2019 10:00,7378.42048,3434.59488,3434.59488,3434.59488,2957.48256,4934.96576,9186.70976,4082.62848,6213.76256,14197.504,2952.16736,7615.3152,7615.3152,4062.17248,3423.67904,5083.11616,8857.91488,2520.09056,3200.8256,11632.04224
06-01-2019 11:00,3367.95712,1567.75648,1567.75648,1567.75648,1349.97376,2252.61696,4193.37056,1863.5584,2836.33664,6480.59904,1347.54768,3476.09024,3476.09024,1854.22112,1562.77408,2320.24176,4043.288,1150.32168,1461.05024,5309.56736
